Level Name,Creator,Level ID,Creator User ID,Difficulty,Reward,,Rating,Song Name,Song Artist,Song ID,Extra Songs,Gamemode,Coins,Coins Status,Duration,Length,Description,Objects,Objects (LDM),LDM,Two Player,Game Version,Level Version,Password,Copied ID,Requested Reward,Editor Time,Editor Time (Copies),Editor Time (+Copies),Upload Date,Update Date
Obscure,Hojkluoi,76218582,97382661,Medium Demon,10⭐,10,✨ Featured,Steams Wonderful Contraptions,steampianist,547222,,⭐ Classic,,N/A,0:01:25.72,🕒 Long,"wyd? Easy/Medium Demon Level, (why is it insane demon rn?? free insane demon lol) Verified by OffNebula. Thanks for playin!","39,144",N/A,❌ No,❌ No,2.1,10,754598,N/A,10,0:13:13,28:03:21,28:16:34,2021-12-02 00:49:38,2022-01-04 19:19:00
Neon Planet,SH0ES,76220584,97867064,Hard Demon,10⭐,10,✔ Normal,Helix - Archetype,Helix6,21749,,⭐ Classic,💿💿,Verified,0:01:09.16,🕒 Long,LDM changes level colors to player colors. Reduce lag trigger removes hefty obj. Verified on Shoes_Gaming YT. Rate Demon!,"56,032","55,875",✅ Yes,❌ No,2.1,3,Free Copy,75856878,10,31:59:57,0:25:50,32:25:47,2021-12-02 03:12:05,2021-12-02 05:15:30
priZma,SupuGD,76230603,37723454,Harder,6⭐,6,✨ Featured,Creo - Never Make It,CreoMusic,889238,,⭐ Classic,💿💿💿,Verified,0:00:59.69,🕒 Long,:D,"20,575",N/A,❌ No,❌ No,2.1,1,159753,N/A,N/A,N/A,10:51:25,10:51:25,2021-12-02 15:18:10,2021-12-02 15:18:10
hallucinations,Splinter25,76232811,11503052,Harder,6⭐,6,🔥 Epic,Under Water,Bluelimelight,1023106,,⭐ Classic,💿💿💿,Verified,0:01:07.54,🕒 Long,"Nop, definitely not the flowers fault 8) Trying some different vibes this time, enjoy!!","39,883","29,081",✅ Yes,❌ No,2.1,2,Free Copy,N/A,6,0:13:19,30:07:12,30:20:31,2021-12-02 16:49:41,2021-12-04 17:33:00
regret,7ak,76235245,97304269,Hard,5⭐,5,✔ Normal,Gould,DFerociousbeast,489680,,⭐ Classic,,N/A,0:01:30.17,🕒 Long,I wish I could had given this level the love it deserved.,"58,742","33,631",✅ Yes,❌ No,2.1,3,No Copy,69828148,6,0:32:42,2:58:10,3:30:52,2021-12-02 18:27:07,2021-12-03 15:56:10
Neko Party,Kingoo,76237507,5439412,Insane,8⭐,8,✨ Featured,Geoxor - Neon Eyes,Geoxor,917074,,⭐ Classic,💿💿💿,Verified,0:01:26.49,🕒 Long,sequel to [level which shall not be named here] - Gameplay by Spark and ShakeoffX!,"79,860","67,173",✅ Yes,❌ No,2.1,8,Free Copy,62779863,8,17:47:37,44:13:14,62:00:51,2021-12-02 20:13:10,2021-12-07 05:17:23
PulseMania,HanStor,76238825,18395824,Hard,5⭐,5,✨ Featured,Midnight Groove,Lockyn,761091,,⭐ Classic,💿💿💿,Verified,0:01:01.67,🕒 Long,the simple and fun is very good ... ,"22,786","20,740",✅ Yes,❌ No,2.1,1,No Copy,N/A,4,18:43:27,N/A,18:43:27,2021-12-02 21:24:44,2021-12-02 21:24:44
good night,DenoXx,76243788,85598232,Normal,3⭐,3,✨ Featured,ALESDA! - Lonely,alexizgd,860296,,⭐ Classic,💿💿,Verified,0:01:12.72,🕒 Long,"a chill level for u,good night pls rate 2* easy :)","50,076","41,562",✅ Yes,❌ No,2.1,16,Free Copy,N/A,2,3:51:55,12:18:57,16:10:52,2021-12-03 02:39:24,2022-12-23 18:54:42
Spiders,MAYEROSA,76251364,20048521,Hard Demon,10⭐,10,✨ Featured,---Spiders---,Acid-Notation,509397,,⭐ Classic,💿💿,Verified,0:02:01.23,🕒 XL,"My entry to UDCC and Whirl CC1. A level with spider gameplay, song called ""Spiders"" and arachnid theme. Please, play my other levels and my xxl ""Evolutionary Theory"".","140,214","94,817",✅ Yes,❌ No,2.1,4,21221,N/A,10,673:30:04,N/A,673:30:04,2021-12-03 12:19:25,2021-12-16 03:02:48
Forgotten peaks,mbedsun,76252218,167106967,Easy Demon,10⭐,10,✨ Featured,Winterbliss,cycerin,117474,,⭐ Classic,,N/A,0:01:21.94,🕒 Long,"Made on my main (sleyGD) roughly a year ago. i just never wanted to upload on my main, but now i have an alt here ya go!","56,178","41,586",✅ Yes,❌ No,2.1,6,666999,76252104,10,0:04:31,14:16:23,14:20:54,2021-12-03 13:04:17,2021-12-30 12:02:03
Mortal Mice,Maxann,76253427,8710624,Harder,6⭐,6,✨ Featured,Bossfight - Mushroom Forest,bossfightofficial,403154,,⭐ Classic,💿💿💿,Verified,0:01:10.43,🕒 Long,Layout by DreamEater. For Gusearth CC. Enjoy!,"22,000",N/A,❌ No,❌ No,2.1,1,No Copy,N/A,6,0:03:39,27:40:46,27:44:25,2021-12-03 14:01:05,2021-12-03 14:01:05
Perifer,ImNoko,76255465,135325218,Harder,7⭐,7,✨ Featured,[Mid-Tempo] Henyx - Clockwork,HenyxNATO,1023150,,⭐ Classic,💿💿💿,Verified,0:01:14.16,🕒 Long,"collab by me and samymusic, made in around 7 months, 42k objects. For Gormuck and mr Spaguehtti CC1. Hope you enjoy!","42,523","35,599",✅ Yes,❌ No,2.1,1,No Copy,69831958,7,0:10:21,33:40:54,33:51:15,2021-12-03 15:24:12,2021-12-03 15:24:12
Spider Orb,AleXins,76256179,14098234,Harder,6⭐,6,✨ Featured,Flock,MadhouseDUDE,627354,,⭐ Classic,💿💿,Verified,0:01:00.97,🕒 Long,"Spider orb, something that started as an idea and became a reality. It's not my idea by the way, enjoy.","29,721","24,817",✅ Yes,❌ No,2.1,4,172000,N/A,6,0:05:48,9:25:01,9:30:49,2021-12-03 15:47:46,2022-01-14 02:39:56
Peaceful Night,CHIR0,76258807,94236983,Hard,5⭐,5,✨ Featured,Masayume,WaxTerk,848669,,⭐ Classic,💿💿💿,Verified,0:01:21.01,🕒 Long,peacefub,"24,768",N/A,❌ No,❌ No,2.1,4,No Copy,N/A,5,16:08:02,22:16:51,38:24:53,2021-12-03 17:19:45,2021-12-06 01:34:06
Blow flowers,Jeikins,76259216,25582727,Hard,5⭐,5,✨ Featured,cloudfield - Dream (ft. Hiroto x Luna),cloudfield,785099,,⭐ Classic,💿💿💿,Verified,0:01:03.43,🕒 Long,"daydreaming is a reality, don't let anyone make you feel bad, simple collab with HandZell","27,138","24,900",✅ Yes,❌ No,2.1,1,996444,72311834,4,2:01:48,24:31:27,26:33:15,2021-12-03 17:34:16,2021-12-03 17:34:16
Split,kodex360,76260418,100027291,Insane,8⭐,8,✨ Featured,agoodgoodbye,garlagan,680014,,⭐ Classic,,N/A,0:02:02.11,🕒 XL,Tragerr was here and join discord.gg/SvTgmBh752,"94,060","57,813",✅ Yes,❌ No,2.1,6,Free Copy,74712094,9,0:47:20,80:01:27,80:48:47,2021-12-03 18:18:49,2021-12-03 20:21:53
Radioactive,64x,76260506,112118518,Insane,8⭐,8,✨ Featured,-Radioactive-,Waterflame,106783,,⭐ Classic,,N/A,0:01:05.06,🕒 Long,A 8/9* by me. Enjoy.,"22,152","20,303",✅ Yes,❌ No,2.1,1,No Copy,N/A,9,4:06:46,19:31:20,23:38:06,2021-12-03 18:21:53,2021-12-03 18:21:53
CoolnesS,zRobin,76260541,131961818,Auto,1⭐,1,✔ Normal,Cup Cake,5m2kes,846353,,⭐ Classic,📀,Unverified,0:01:04.30,🕒 Long,"Mostly by babaisme,last part by me,shoutout to him","17,607",N/A,❌ No,❌ No,2.1,1,No Copy,75116156,1,0:00:16,21:43:13,21:43:29,2021-12-03 18:23:23,2022-01-06 17:14:36
One Year,assing,76270528,48367087,Hard,5⭐,5,✨ Featured,Smile (original by Austin C),ACXLE,757876,,⭐ Classic,💿💿💿,Verified,0:00:58.85,🕒 Long,ThX <3 :'D  SlOwO and Davide friends                                        Space Dream :')                                                ,"37,929","29,119",✅ Yes,❌ No,2.1,2,Free Copy,N/A,5,0:59:04,21:40:51,22:39:55,2021-12-04 02:40:09,2021-12-07 02:57:03
Perpetual,Pab09,76271018,9310550,Insane,8⭐,8,✨ Featured,Geoxor - Ephemeral,Geoxor,1064043,,⭐ Classic,💿💿,Verified,0:01:04.43,🕒 Long,My best level to date <3 [This level was made before the controversy. Do not hate my level for the controversy of the author of the song],"38,651",N/A,❌ No,❌ No,2.1,9,No Copy,N/A,7,49:41:21,N/A,49:41:21,2021-12-04 03:05:50,2022-05-11 22:49:03
Revision,Optation,76271372,4625068,Insane,8⭐,8,✨ Featured,Pagoda,Xomu10,837148,,⭐ Classic,💿💿,Verified,0:01:05.00,🕒 Long,More than positive this is probably my best so far? Wanted to build something fun with my own style:) Hope you enjoy!,"68,620","66,340",✅ Yes,❌ No,2.1,2,228899,N/A,8,38:39:07,N/A,38:39:07,2021-12-04 03:28:09,2021-12-04 05:18:03
Bass Ka Pou,Activatee,76274628,33059031,Harder,6⭐,6,✨ Featured,Desistance (Original Mix),KaixoMusic,753820,,⭐ Classic,💿💿💿,Verified,0:01:00.11,🕒 Long,"two months of work, I hope you enjoy it, personally I really liked the level (22k) good luck :D","22,318","20,967",✅ Yes,❌ No,2.1,2,41221,N/A,7,25:12:08,N/A,25:12:08,2021-12-04 06:52:38,2022-05-12 22:04:10
Frost Blizzard,Cantis,76277934,43446768,Easy Demon,10⭐,10,✔ Normal,Xtrullor & HeliXiX - The One Who Flies,Xtrullor,758065,,⭐ Classic,💿💿💿,Verified,0:01:24.42,🕒 Long,december is here.,"106,783","99,768",✅ Yes,❌ No,2.1,1,888888,N/A,9,0:00:11,228:43:09,228:43:20,2021-12-04 09:40:10,2021-12-04 21:49:52
SYSTEM32,oleki,76280532,120740264,Medium Demon,10⭐,10,✨ Featured,Space Telecom,WaxTerk,1054129,,⭐ Classic,,N/A,0:01:05.26,🕒 Long,//System Is Not responding//Blah Blah Edgy Text//Virus Thing Blah Blah//,"39,587","29,447",✅ Yes,❌ No,2.1,2,777777,N/A,10,15:19:28,26:09:35,41:29:03,2021-12-04 11:38:08,2021-12-05 08:30:21
Hallow Hill,Xepheron,76285736,97492030,Insane,8⭐,8,✔ Normal,Feral,meganeko,912289,,⭐ Classic,💿💿💿,Verified,0:01:03.63,🕒 Long,40130 objects | 235 groups ID | 1:04 | Season Of Spook CC & MrSpaghetti and Gormuck CC1 | Verified by GDanzk,"40,131","18,619",✅ Yes,❌ No,2.1,1,No Copy,N/A,8,0:02:37,30:33:25,30:36:02,2021-12-04 14:48:01,2023-05-07 16:44:01
Outskirt,wiktord,76288733,15012086,Harder,7⭐,7,✨ Featured,APC - Distances,APerfectContrast,592101,,⭐ Classic,,N/A,0:01:38.27,🕒 Long,spacing out // collab with logiking,"53,237","48,727",✅ Yes,❌ No,2.1,1,41221,63954981,N/A,0:13:11,119:41:27,119:54:38,2021-12-04 16:22:54,2021-12-04 16:22:54
WelliG,Belastet,76290708,52010274,Harder,6⭐,6,✨ Featured,Ignition,Lagiarathalos,1091328,,⭐ Classic,💿💿💿,Verified,0:01:10.98,🕒 Long,A great quick collab with Libann :) Check him out!,"25,049","19,451",✅ Yes,❌ No,2.1,2,41221,76181381,6,35:56:45,9:16:41,45:13:26,2021-12-04 17:22:34,2021-12-05 12:38:23
Zenit,Carminius,76291301,6913853,Hard,4⭐,4,✔ Normal,Geoplex - Eminence,Geoplex,768383,,⭐ Classic,,N/A,0:01:03.54,🕒 Long,"sky themed level, hope it turned out well.","44,845","20,904",✅ Yes,❌ No,2.1,2,7546,N/A,4,0:22:33,10:39:26,11:01:59,2021-12-04 17:41:08,2021-12-05 00:41:56
follow me,THEREALXFUTURE,76294880,20726562,Hard Demon,10⭐,10,✔ Normal,breakcorist00 - What about it,Breakcore11,965048,,⭐ Classic,📀,Unverified,0:01:20.87,🕒 Long,you just have to follow the mouse that is all,"54,545","46,735",✅ Yes,❌ No,2.1,2,Free Copy,76294880,10,0:05:28,14:38:25,14:43:53,2021-12-04 19:36:47,2023-03-04 11:26:32
Edooox Collab,Ryder,76298358,3713125,Easy Demon,10⭐,10,✨ Featured,Bossfight x NG+ - Prelude Remix,bossfightofficial,734755,,⭐ Classic,,N/A,0:01:02.81,🕒 Long,Collab with Edooox,"34,012","33,264",✅ Yes,❌ No,2.1,1,7678,76205790,N/A,0:07:12,38:10:56,38:18:08,2021-12-04 21:51:12,2021-12-04 21:51:12
Kiut,11miguelius,76302475,98330286,Harder,7⭐,7,✨ Featured,EspiDev - Caramel,EspiDev,941405,,⭐ Classic,💿💿💿,Verified,0:01:07.13,🕒 Long,"Kiut, reasons to play it: it's fun, it has interesting mechanics (teleport mode), it's colorful and very sweet! pass on my youtube channel.","29,761","22,930",✅ Yes,❌ No,2.1,2,41221,N/A,7,38:32:52,N/A,38:32:52,2021-12-05 01:32:47,2021-12-26 17:44:50
Starsmily,EmilyGame,76302592,37372894,Hard,5⭐,5,✨ Featured,Tessa Violet - Just Right (dan harrison b. remix),DjHoneyb,734590,,⭐ Classic,💿💿,Verified,0:00:58.83,🕒 Long,"Hello everyone, this is my first level, I hope you like it a lot, thanks for playing att: EmilyGame :3 4 stars Plis!!!","31,544","25,226",✅ Yes,❌ No,2.1,3,Free Copy,N/A,4,14:25:14,N/A,14:25:14,2021-12-05 01:39:25,2021-12-06 23:57:56
Divinity,Ragnarus,76304617,14944549,Insane,8⭐,8,✨ Featured,Geoplex - Glimmer,Geoplex,750873,,⭐ Classic,,N/A,0:02:09.74,🕒 XL,"""Fly Your Soul to the Highest Horizon"", third part on The Tranquility Soul project. Thanks for following this journey to the end! :)","250,749","187,118",✅ Yes,❌ No,2.1,4,No Copy,N/A,8,0:13:29,225:15:22,225:28:51,2021-12-05 03:34:42,2021-12-14 03:25:55
Derivative,Bizaare,76307014,9518047,Harder,7⭐,7,✨ Featured,~EnV~Heaven Rd. 2 (Ng mix),Envy,105753,,⭐ Classic,💿💿,Verified,0:01:01.50,🕒 Long,"Randomized split paths and player color work, what could go wrong? (Sequel to Variant)","39,879","28,646",✅ Yes,❌ No,2.1,4,Free Copy,N/A,7,33:32:27,N/A,33:32:27,2021-12-05 05:57:56,2021-12-07 00:38:03
Amiable,Cosmicss,76311325,18083680,Hard,4⭐,4,✨ Featured,Promises,KabukiTunes,678497,,⭐ Classic,💿💿,Verified,0:01:04.30,🕒 Long,A remake of Promises by Adiale that I did for fun! Hope you enjoy.,"14,444","12,914",✅ Yes,❌ No,2.1,5,No Copy,26618473,4,0:29:08,23:34:41,24:03:49,2021-12-05 09:48:16,2022-01-03 10:01:02
Forest,Gorgonic,76315931,57970009,Hard,5⭐,5,✔ Normal,Xtrullor - Fluorescent Forests (feat. Albert Hyrnen),Xtrullor,727487,,⭐ Classic,💿💿,Verified,0:01:00.12,🕒 Long,"You have entered the forest, but you have a long way to go. Collab with Mikacha/Charmii. <II/IV>","21,015",N/A,❌ No,❌ No,2.1,6,2244,66779851,3,0:03:51,6:19:59,6:23:50,2021-12-05 13:18:26,2021-12-05 14:19:08
Desiderium,MissLucyX,76323881,5859081,Hard,5⭐,5,✨ Featured,Creo - Dark Tides,CreoMusic,936853,,⭐ Classic,💿💿💿,Verified,0:01:18.89,🕒 Long,"""Nostalgia portami via...""","59,392","26,786",✅ Yes,❌ No,2.1,4,51221,N/A,5,33:39:23,N/A,33:39:23,2021-12-05 17:59:58,2022-06-20 20:24:14
Carbide Iterations,Unbihexium,76324273,44342538,Hard,5⭐,5,✔ Normal,Carbide Iterations,OcularNebula,532637,,⭐ Classic,,N/A,0:01:01.73,🕒 Long,Originally made by Netligob and Tabu. I decided to update this and upload it to which i received consent. Hope this now gets rated!,"9,950",N/A,❌ No,❌ No,2.1,1,Free Copy,76324273,5,0:00:03,18:42:56,18:42:59,2021-12-05 18:11:31,2021-12-05 18:50:43
Lust,oraangee,76325968,89573393,Harder,7⭐,7,✨ Featured,Gloxinia,XomuEDM,1006406,,⭐ Classic,💿,Verified,0:01:00.38,🕒 Long,collab with dashdude! this level is based on team zero's palett4. enjoy!,"27,446",N/A,❌ No,❌ No,2.1,1,211205,71842339,7,2:14:51,15:37:36,17:52:27,2021-12-05 19:09:16,2021-12-05 19:09:16
Glimpse,LLorca,76326298,30731192,Easy,2⭐,2,🔥 Epic,????? ???? ???? ???? ???? ???? ???? 0?????,Rennh,801879,,⭐ Classic,💿💿💿,Verified,0:01:38.80,🕒 Long,"SpaceDust and Lisoplane, I love you","71,562","33,060",✅ Yes,❌ No,2.1,10,5841,N/A,2,275:27:50,N/A,275:27:50,2021-12-05 19:19:29,2022-06-22 05:02:26
Learning the waltz,twigxcabaret,76327803,21357509,Hard,4⭐,4,✨ Featured,when im gone,Xorberax,1075639,,⭐ Classic,💿,Verified,0:00:34.81,🕒 Medium,"Please, do not ever become a person who is motivated by fear","11,664",N/A,❌ No,❌ No,2.1,1,Free Copy,N/A,3,5:24:21,N/A,5:24:21,2021-12-05 20:20:46,2021-12-05 20:20:46
My roots are strong,twigxcabaret,76327809,21357509,Harder,6⭐,6,✨ Featured,My Roots Are Strong,DFerociousbeast,676896,,⭐ Classic,💿💿💿,Verified,0:00:59.55,🕒 Long,"Its so easy to laugh, its so easy to hate - it takes guts to be gentle and kind","15,536","11,420",✅ Yes,❌ No,2.1,3,Free Copy,N/A,6,4:55:43,N/A,4:55:43,2021-12-05 20:21:02,2022-03-20 20:04:28
Qloe,AlexanderX1ta,76329559,63163844,Harder,7⭐,7,✨ Featured,ColBreakz - Gold Ring,ColBreakz,796081,,⭐ Classic,💿💿💿,Verified,0:01:21.07,🕒 Long,"Hello guys! I hope you enjoy this level, remake of my very old level CRZ (deleted on 2018). I know this isn't my best but I tried, good luck :)","69,900","62,507",✅ Yes,❌ No,2.2,1,Free Copy,76329559,7,0:01:00,61:40:44,61:41:44,2021-12-05 21:40:50,2024-01-13 19:58:43
Fading Tropic,TooMuchGeometry,76329736,50861016,Harder,6⭐,6,✔ Normal,What You Want,theglue70,1048526,,⭐ Classic,💿💿,Verified,0:01:07.70,🕒 Long,you can say whatuhuhuhuuhhruhrurhhur,"12,399",N/A,❌ No,❌ No,2.2,4,Free Copy,N/A,6,23:28:11,N/A,23:28:11,2021-12-05 21:50:27,2024-02-13 00:24:56
Endless,llj,76331117,9556917,Harder,6⭐,6,✨ Featured,Creo - Endless,CreoMusic,952053,,⭐ Classic,💿💿💿,Verified,0:00:59.57,🕒 Long,One of AndrixGD's old projects that I got premission from him to finish. Spent over 3 days to finish this. Enjoy!,"35,773","25,829",✅ Yes,❌ No,2.1,4,No Copy,76250060,6,13:07:11,74:13:56,87:21:07,2021-12-05 23:07:23,2021-12-10 20:41:50
Anubis,LexAsher,76331911,99930203,Harder,7⭐,7,✨ Featured,Burning Sands,BoomKitty,880262,,⭐ Classic,💿,Verified,0:00:46.02,🕒 Medium,,"42,613","30,859",✅ Yes,❌ No,2.1,1,Free Copy,76331911,7,0:13:48,0:32:02,0:45:50,2021-12-05 23:55:35,2021-12-30 22:00:46
FigureHead,Hareru,76336329,160689322,Harder,6⭐,6,✨ Featured,Figurehead (GRTSU RMX),FaunSound,643935,,⭐ Classic,💿,Verified,0:01:01.57,🕒 Long,My new solo level | Dedication.EliteXD.KHELADO AND NOTMIKI,"26,242","22,632",✅ Yes,❌ No,2.1,5,567890,N/A,6,5:45:47,N/A,5:45:47,2021-12-06 05:41:24,2022-04-11 06:01:13
divine,TheRealWind,76336526,21093716,Insane,9⭐,9,🔥 Epic,Divine,Rosendale,795798,,⭐ Classic,,N/A,0:01:13.22,🕒 Long,First ever serious solo project!,"80,000","55,575",✅ Yes,❌ No,2.1,8,555555,N/A,9,0:42:18,97:59:09,98:41:27,2021-12-06 05:58:03,2022-01-10 12:54:51
Circus Dash,MCAASJ,76337521,50340350,Medium Demon,10⭐,10,✨ Featured,Lvl. 34 Clown,Acid-Notation,707665,,⭐ Classic,,N/A,0:01:11.48,🕒 Long,Aleksey and Anastasia | 27980 objects,"27,960","26,076",✅ Yes,❌ No,2.1,4,No Copy,N/A,10,77:58:10,N/A,77:58:10,2021-12-06 07:27:03,2022-08-26 10:45:23
shmorgle,quadrid,76338995,134189974,Harder,7⭐,7,✔ Normal,make a wish,theburger20052,1046102,,⭐ Classic,💿,Verified,0:00:59.60,🕒 Long, ,"21,326",N/A,❌ No,❌ No,2.1,1,800002,N/A,7,0:04:18,4:43:27,4:47:45,2021-12-06 09:36:02,2021-12-06 09:36:02
BLINDING,TapyCZ,76342845,61208996,Hard,5⭐,5,✔ Normal,Vista Sounds - Rosewater,vista-sound13,1091703,,⭐ Classic,,N/A,0:01:00.90,🕒 Long,Slowly becoming completely blind. (fixed secret way),"57,196","36,496",✅ Yes,❌ No,2.1,2,Free Copy,N/A,5,10:39:46,N/A,10:39:46,2021-12-06 14:01:21,2022-06-13 18:40:55
REMEMBERS,Ad0NAY27GD,76345165,140060178,Normal,3⭐,3,✔ Normal,Moment,Slleepwalker,947603,,⭐ Classic,,N/A,0:01:00.60,🕒 Long,"Try to do a relaxing and calm level, with a simple style, enjoy it :3","46,643","29,070",✅ Yes,❌ No,2.1,1,No Copy,N/A,3,16:02:11,N/A,16:02:11,2021-12-06 15:50:38,2021-12-06 15:50:38
Get Swinged,Plexa,76345499,63217932,Harder,7⭐,7,✨ Featured,Pirate swing,8bitJackie,1077990,,⭐ Classic,💿💿💿,Verified,0:01:20.71,🕒 Long,"Account accessed by RigMatter12. This is because the Account was Vulnerable, so it can be Locked by Robtop and to show, that the Game needs better Security. Join discord.gg/FZm4HuVcaW for Que","33,849","27,143",✅ Yes,❌ No,2.1,1,Free Copy,N/A,7,34:19:56,N/A,34:19:56,2021-12-06 16:04:50,2021-12-06 16:04:50
My Shining Star,BridgetTheCroco,76345899,14524162,Hard,5⭐,5,✔ Normal,Cosmic Dolphin,megawolf77,482542,,⭐ Classic,💿,Verified,0:00:42.12,🕒 Medium,sorry for ending at the drop. i wanted to continue this one but i kinda lost motivation. i think its good as it is regardless.,"30,805","19,842",✅ Yes,❌ No,2.1,1,No Copy,N/A,5,51:03:16,N/A,51:03:16,2021-12-06 16:23:00,2021-12-06 16:23:05
Wreck The Halls,Moffe,76346733,83241857,Harder,7⭐,7,✨ Featured,Winter Horrorland [B-Side Remix],ThatRozebudGuy,1020104,,⭐ Classic,💿,Verified,0:00:58.66,🕒 Long,Happy Hallo- I mean Merry Christmas,"77,194","34,721",✅ Yes,❌ No,2.1,2,122521,N/A,7,0:41:16,10:40:39,11:21:55,2021-12-06 16:56:43,2021-12-09 07:35:38
Hey rob rate thiS,iEmanems,76350189,149932224,Hard,4⭐,4,✔ Normal,Beep Beep,Schtiffles,715825,,⭐ Classic,,N/A,0:00:45.48,🕒 Medium,:v,"16,988","12,148",✅ Yes,❌ No,2.1,2,No Copy,N/A,3,13:06:20,N/A,13:06:20,2021-12-06 19:36:55,2022-12-05 00:05:03
Cooler Bananas,Xapia,76353502,115550316,Medium Demon,10⭐,10,✔ Normal,Bossfight - Okiba Crackdown,bossfightofficial,638737,,⭐ Classic,💿💿💿,Verified,0:01:02.95,🕒 Long,please gas this to easy demon,"35,347","29,500",✅ Yes,❌ No,2.1,5,Free Copy,48410878,10,0:18:28,33:01:25,33:19:53,2021-12-06 22:46:20,2022-04-13 21:00:35
Weirdcore,kira9999,76357508,155590323,Hard,5⭐,5,✨ Featured,undertale - here we are (breakcore remix),zzamiz,1189498,"[{""id"": ""4622"", ""name"": ""Disorder Loop 1"", ""artist"": ""Travis Rise""}, {""id"": ""1192150"", ""name"": ""Undertale - Amalgam (Duzzled Remix)"", ""artist"": ""Duzzledmusic""}, {""id"": ""10008282"", ""name"": ""Static"", ""artist"": ""Audible Dread""}]",⭐ Classic,💿,Verified,0:01:30.62,🕒 Long,[weirdo],"41,877","34,488",✅ Yes,❌ No,2.2,2,Free Copy,N/A,5,86:08:24,N/A,86:08:24,2021-12-07 03:19:57,2024-10-07 02:29:08
SECTOR 19,Sillow,76358953,5887464,Extreme Demon,10⭐,10,✨ Featured,-Rupture-,Waterflame,498828,,⭐ Classic,,N/A,0:01:12.26,🕒 Long,Alien abductions aren't so friendly these days...,"95,940","91,052",✅ Yes,❌ No,2.1,1,88888,N/A,10,4:25:44,47:41:36,52:07:20,2021-12-07 05:23:27,2021-12-07 05:23:44
Breeze,AbsoleN,76359052,27768960,Hard,5⭐,5,✨ Featured,Ocean Breeze,Arrownote,1016893,,⭐ Classic,💿💿💿,Verified,0:01:08.29,🕒 Long,"A Collab whit my brother. Hope you Enjoy it!!! Also, the song is really good ;)","69,017","37,223",✅ Yes,❌ No,2.1,2,Free Copy,N/A,5,3:57:52,7:38:21,11:36:13,2021-12-07 05:31:28,2021-12-10 04:56:45
LightWinner,Anuarl,76367974,118675383,Harder,6⭐,6,✨ Featured,Cosmic Creamer,Djjaner,746441,,⭐ Classic,💿💿💿,Verified,0:00:59.56,🕒 Long,"otro nivel que resubo, collab con ploid","37,215","36,769",✅ Yes,❌ No,2.1,1,69021,76106489,6,0:06:54,30:14:40,30:21:34,2021-12-07 15:57:40,2021-12-20 23:05:26
R G B,eopc,76367983,119916137,Hard,5⭐,5,✨ Featured,Gamer Girls,nstryder,877464,,⭐ Classic,💿💿💿,Verified,0:00:59.36,🕒 Long,"my first not modern styled level, enjoy. Made in ~3 hours.","21,829","21,614",✅ Yes,❌ No,2.1,7,Free Copy,N/A,5,92:59:04,4:16:18,97:15:22,2021-12-07 15:57:59,2022-01-01 09:13:38
lukewarm sea on sun,whiteoceanodor,76369220,141053087,Easy Demon,10⭐,10,✔ Normal,Primavera,Zerisan,952538,,⭐ Classic,,N/A,0:01:02.82,🕒 Long,we made dinner together with seven,"21,077",N/A,❌ No,❌ No,2.1,3,No Copy,N/A,10,0:02:24,81:34:42,81:37:06,2021-12-07 16:53:28,2023-07-08 11:07:18
Happy Bday Toshun,AlasstorGD,76371947,23299402,Normal,3⭐,3,✔ Normal,Bonus Features,Staintocton,1063097,,⭐ Classic,💿💿💿,Verified,0:00:48.67,🕒 Medium,lvl tha ive made for my friends bday!:D 3h challenge and my 2nd modern lvl! hope u enjoy! rate 3-4*. Happy Bday Toshun!:),"13,307","6,102",✅ Yes,❌ No,2.1,1,258536,N/A,4,5:21:48,N/A,5:21:48,2021-12-07 18:56:24,2021-12-07 18:56:24
liceum,HiastyHeroXDD,76374577,15982281,Harder,6⭐,6,✨ Featured,Pyrolysis (Original Mix),KaixoMusic,734427,,⭐ Classic,💿💿💿,Verified,0:01:00.65,🕒 Long,"Akurat mam zdalne, wiec mialem czas zeby dokonczyc level.","73,329","35,795",✅ Yes,❌ No,2.1,1,69420,N/A,7,21:55:03,N/A,21:55:03,2021-12-07 21:10:15,2021-12-07 21:10:15
